"userid","expertise","language_skill","gender","age","country","continent"
1907,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",30,"US","North America"
1908,"1 Nonmusician","4 Professional working proficiency","male",25,"ID","Asia"
1909,"1 Nonmusician","6 Native or bilingual proficiency","female",30,"CH","Europe"
1910,"1 Nonmusician","4 Professional working proficiency","male",,"RS","Europe"
1911,"1 Nonmusician","3 Limited working proficiency","female",22,"PT","Europe"
1912,"3 Amateur musician","6 Native or bilingual proficiency","female",23,"PY","South America"
1916,"1 Nonmusician","3 Limited working proficiency","female",19,"VE","South America"
1917,"1 Nonmusician","3 Limited working proficiency","male",24,"TN","Africa"
1918,"3 Amateur musician","5 Full professional proficiency","male",,"BR","South America"
1921,"2 Music-loving nonmusician","4 Professional working proficiency","male",36,"PH","Asia"
1922,"2 Music-loving nonmusician","2 Elementary proficiency","female",31,"ID","Asia"
1923,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",28,"VE","South America"
1924,"2 Music-loving nonmusician","2 Elementary proficiency","male",21,"TR","Asia"
1925,"3 Amateur musician","2 Elementary proficiency","male",38,"ES","Europe"
1927,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",27,"GB","Europe"
1929,"3 Amateur musician","5 Full professional proficiency","male",30,"US","North America"
1930,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"VN","Asia"
1931,"3 Amateur musician","3 Limited working proficiency","male",21,"MX","North America"
1932,"1 Nonmusician","2 Elementary proficiency","female",34,"UA","Europe"
1933,"2 Music-loving nonmusician","3 Limited working proficiency","male",32,"VE","South America"
1938,"2 Music-loving nonmusician","5 Full professional proficiency","male",25,"CA","North America"
1939,"1 Nonmusician","5 Full professional proficiency","female",32,"RS","Europe"
1940,"1 Nonmusician","5 Full professional proficiency","male",29,"PE","South America"
1941,"6 Professional musician","4 Professional working proficiency","female",30,"VE","South America"
1944,"2 Music-loving nonmusician","2 Elementary proficiency","male",47,"NI","North America"
1945,"1 Nonmusician","3 Limited working proficiency","male",32,"BR","South America"
1946,"2 Music-loving nonmusician","4 Professional working proficiency","female",68,"CA","North America"
1948,"2 Music-loving nonmusician","4 Professional working proficiency","male",41,"BR","South America"
1949,"1 Nonmusician","2 Elementary proficiency","male",29,"VE","South America"
1951,"1 Nonmusician","4 Professional working proficiency","female",27,"PH","Asia"
1953,"1 Nonmusician","1 No proficiency","male",17,"MK","Europe"
1954,"1 Nonmusician","3 Limited working proficiency","male",24,"IN","Asia"
1955,"2 Music-loving nonmusician","3 Limited working proficiency","male",29,"RO","Europe"
1956,"2 Music-loving nonmusician","5 Full professional proficiency","female",34,"ID","Asia"
1957,"2 Music-loving nonmusician","4 Professional working proficiency","female",27,"VN","Asia"
1958,"4 Serious amateur musician","4 Professional working proficiency","male",40,"PH","Asia"
1959,"1 Nonmusician","5 Full professional proficiency","female",,"CA","North America"
1960,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",43,"CA","North America"
1961,"1 Nonmusician","3 Limited working proficiency","female",19,"CO","South America"
1962,"1 Nonmusician","2 Elementary proficiency","male",25,"VE","South America"
1965,"3 Amateur musician","2 Elementary proficiency","male",30,"EC","South America"
1966,"2 Music-loving nonmusician","3 Limited working proficiency","female",28,"RO","Europe"
1967,"1 Nonmusician","3 Limited working proficiency","female",40,"ID","Asia"
1968,"2 Music-loving nonmusician","4 Professional working proficiency","female",31,"PH","Asia"
1969,"1 Nonmusician","4 Professional working proficiency","female",45,"CA","North America"
1970,"1 Nonmusician","5 Full professional proficiency","female",24,"PH","Asia"
1971,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"BD","Asia"
1972,"3 Amateur musician","3 Limited working proficiency","female",27,"VN","Asia"
1973,"3 Amateur musician","4 Professional working proficiency","male",25,"IN","Asia"
1974,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",56,"US","North America"
1976,"2 Music-loving nonmusician","1 No proficiency","female",44,"BR","South America"
1979,"2 Music-loving nonmusician","3 Limited working proficiency","female",22,"PH","Asia"
1982,"3 Amateur musician","3 Limited working proficiency","male",26,"AR","South America"
1983,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"AR","South America"
1984,"2 Music-loving nonmusician","1 No proficiency","female",40,"RU","Europe"
1985,"1 Nonmusician","6 Native or bilingual proficiency","male",37,"HK","Asia"
1986,"1 Nonmusician","6 Native or bilingual proficiency","female",35,"CA","North America"
1988,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",32,"CA","North America"
1990,"4 Serious amateur musician","5 Full professional proficiency","male",44,"IN","Asia"
1991,"2 Music-loving nonmusician","5 Full professional proficiency","male",30,"LK","Asia"
1992,"5 Semi-professional musician","5 Full professional proficiency","female",24,"CA","North America"
1994,"3 Amateur musician","1 No proficiency","male",27,"VN","Asia"
1995,"1 Nonmusician","3 Limited working proficiency","male",42,"VE","South America"
1996,"3 Amateur musician","4 Professional working proficiency","male",31,"BR","South America"
1999,"1 Nonmusician","6 Native or bilingual proficiency","female",24,"CA","North America"
2001,"1 Nonmusician","3 Limited working proficiency","female",36,"ID","Asia"
2002,"2 Music-loving nonmusician","2 Elementary proficiency","male",49,"MK","Europe"
2003,"2 Music-loving nonmusician","4 Professional working proficiency","female",44,"ID","Asia"
2008,"3 Amateur musician","2 Elementary proficiency","male",23,"VE","South America"
2012,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"IN","Asia"
2015,"3 Amateur musician","4 Professional working proficiency","female",31,"DE","Europe"
2017,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",53,"CA","North America"
2019,"3 Amateur musician","5 Full professional proficiency","male",54,"US","North America"
2020,"1 Nonmusician","2 Elementary proficiency","female",35,"VE","South America"
2021,"3 Amateur musician","6 Native or bilingual proficiency","male",24,"UY","South America"
2022,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"RS","Europe"
2024,"2 Music-loving nonmusician","5 Full professional proficiency","male",27,"IN","Asia"
2025,"3 Amateur musician","5 Full professional proficiency","female",25,"TR","Asia"
2029,"1 Nonmusician","2 Elementary proficiency","male",31,"VE","South America"
2032,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",29,"GB","Europe"
2033,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"ID","Asia"
2035,"2 Music-loving nonmusician","5 Full professional proficiency","female",22,"US","North America"
2036,"3 Amateur musician","5 Full professional proficiency","male",32,"BR","South America"
2037,"2 Music-loving nonmusician","5 Full professional proficiency","female",32,"US","North America"
2041,"2 Music-loving nonmusician","5 Full professional proficiency","male",35,"ID","Asia"
2042,"2 Music-loving nonmusician","2 Elementary proficiency","male",35,"BE","Europe"
2043,"1 Nonmusician","2 Elementary proficiency","male",27,"TR","Asia"
2050,"1 Nonmusician","3 Limited working proficiency","male",38,"UA","Europe"
2051,"2 Music-loving nonmusician","4 Professional working proficiency","male",28,"PK","Asia"
2052,"3 Amateur musician","3 Limited working proficiency","female",35,"IT","Europe"
2053,"1 Nonmusician","3 Limited working proficiency","male",34,"IN","Asia"
2054,"2 Music-loving nonmusician","4 Professional working proficiency","male",22,"BA","Europe"
2055,"2 Music-loving nonmusician","5 Full professional proficiency","male",26,"BD","Asia"
2056,"2 Music-loving nonmusician","4 Professional working proficiency","male",36,"ES","Europe"
2058,"5 Semi-professional musician","5 Full professional proficiency","male",21,"VE","South America"
2060,"2 Music-loving nonmusician","3 Limited working proficiency","female",35,"IN","Asia"
2061,"2 Music-loving nonmusician","4 Professional working proficiency","female",43,"IT","Europe"
2062,"3 Amateur musician","4 Professional working proficiency","male",45,"BA","Europe"
2065,"3 Amateur musician","3 Limited working proficiency","male",42,"BG","Europe"
2066,"2 Music-loving nonmusician","4 Professional working proficiency","male",35,"ID","Asia"
2069,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"ES","Europe"
2071,"2 Music-loving nonmusician","3 Limited working proficiency","male",37,"CZ","Europe"
2076,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"EG","Africa"
2077,"2 Music-loving nonmusician","4 Professional working proficiency","male",29,"RO","Europe"
2080,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",32,"SI","Europe"
2081,"1 Nonmusician","5 Full professional proficiency","female",34,"MK","Europe"
2082,"2 Music-loving nonmusician","3 Limited working proficiency","female",41,"BA","Europe"
2084,"3 Amateur musician","3 Limited working proficiency","male",22,"IT","Europe"
2085,"4 Serious amateur musician","4 Professional working proficiency","female",36,"RO","Europe"
2089,"1 Nonmusician","3 Limited working proficiency","female",,"ES","Europe"
2091,"6 Professional musician","2 Elementary proficiency","male",24,"IN","Asia"
2092,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"BG","Europe"
2094,"2 Music-loving nonmusician","2 Elementary proficiency","male",35,"RS","Europe"
2095,"2 Music-loving nonmusician","3 Limited working proficiency","female",65,"RO","Europe"
2098,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"BR","South America"
2099,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"IN","Asia"
2101,"2 Music-loving nonmusician","3 Limited working proficiency","female",44,"GR","Europe"
2103,"4 Serious amateur musician","3 Limited working proficiency","male",32,"RS","Europe"
2104,"2 Music-loving nonmusician","5 Full professional proficiency","male",31,"PK","Asia"
2105,"5 Semi-professional musician","5 Full professional proficiency","male",,"IN","Asia"
2107,"2 Music-loving nonmusician","4 Professional working proficiency","male",24,"IN","Asia"
2109,"1 Nonmusician","4 Professional working proficiency","male",39,"RO","Europe"
2112,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",27,"US","North America"
2113,"3 Amateur musician","3 Limited working proficiency","male",34,"UA","Europe"
2114,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"IT","Europe"
2115,"2 Music-loving nonmusician","4 Professional working proficiency","female",48,"GR","Europe"
2116,"2 Music-loving nonmusician","3 Limited working proficiency","male",41,"AR","South America"
2117,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",48,"GB","Europe"
2120,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"IN","Asia"
2121,"1 Nonmusician","1 No proficiency","male",37,"UA","Europe"
2122,"3 Amateur musician","3 Limited working proficiency","male",23,"BA","Europe"
2123,"2 Music-loving nonmusician","4 Professional working proficiency","female",31,"PK","Asia"
2126,"2 Music-loving nonmusician","5 Full professional proficiency","male",48,"GB","Europe"
2129,"2 Music-loving nonmusician","4 Professional working proficiency","female",34,"PT","Europe"
2131,"1 Nonmusician","3 Limited working proficiency","male",32,"RO","Europe"
2132,"2 Music-loving nonmusician","2 Elementary proficiency","male",,"RO","Europe"
2135,"3 Amateur musician","4 Professional working proficiency","male",34,"ES","Europe"
2136,"2 Music-loving nonmusician","4 Professional working proficiency","male",23,"IN","Asia"
2137,"2 Music-loving nonmusician","5 Full professional proficiency","male",27,"TR","Asia"
2139,"2 Music-loving nonmusician","3 Limited working proficiency","male",21,"VN","Asia"
2140,"2 Music-loving nonmusician","2 Elementary proficiency","male",38,"BG","Europe"
2141,"3 Amateur musician","4 Professional working proficiency","male",19,"RS","Europe"
2142,"2 Music-loving nonmusician","3 Limited working proficiency","male",28,"TR","Asia"
2143,"4 Serious amateur musician","4 Professional working proficiency","male",27,"IT","Europe"
2144,"2 Music-loving nonmusician","5 Full professional proficiency","male",28,"IN","Asia"
2145,"3 Amateur musician","4 Professional working proficiency","female",31,"BR","South America"
2146,"1 Nonmusician","2 Elementary proficiency","female",24,"IT","Europe"
2147,"3 Amateur musician","4 Professional working proficiency","male",28,"PH","Asia"
2148,"3 Amateur musician","4 Professional working proficiency","male",29,"TR","Asia"
2149,"3 Amateur musician","3 Limited working proficiency","male",24,"IN","Asia"
2150,"1 Nonmusician","2 Elementary proficiency","male",24,"US","North America"
2151,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"PK","Asia"
2152,"2 Music-loving nonmusician","4 Professional working proficiency","female",33,"TR","Asia"
2153,"2 Music-loving nonmusician","5 Full professional proficiency","male",24,"GR","Europe"
2154,"4 Serious amateur musician","1 No proficiency","male",38,"ID","Asia"
2155,"2 Music-loving nonmusician","5 Full professional proficiency","male",24,"IN","Asia"
2156,"2 Music-loving nonmusician","3 Limited working proficiency","male",26,"ES","Europe"
2157,"2 Music-loving nonmusician","2 Elementary proficiency","male",25,"BA","Europe"
2158,"1 Nonmusician","3 Limited working proficiency","male",28,"ES","Europe"
2160,"2 Music-loving nonmusician","2 Elementary proficiency","male",23,"IN","Asia"
2161,"1 Nonmusician","3 Limited working proficiency","male",60,"PH","Asia"
2162,"2 Music-loving nonmusician","3 Limited working proficiency","male",34,"HU","Europe"
2163,"1 Nonmusician","3 Limited working proficiency","male",27,"SA","Asia"
2164,"2 Music-loving nonmusician","3 Limited working proficiency","female",50,"SI","Europe"
2165,"3 Amateur musician","2 Elementary proficiency","female",45,"RU","Europe"
2167,"1 Nonmusician","2 Elementary proficiency","male",31,"DZ","Africa"
2168,"1 Nonmusician","4 Professional working proficiency","female",48,"BG","Europe"
2169,"2 Music-loving nonmusician","4 Professional working proficiency","male",20,"ID","Asia"
2170,"3 Amateur musician","4 Professional working proficiency","male",23,"PH","Asia"
2171,"2 Music-loving nonmusician","1 No proficiency","female",27,"GR","Europe"
2172,"2 Music-loving nonmusician","3 Limited working proficiency","female",37,"IT","Europe"
2174,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2175,"4 Serious amateur musician","3 Limited working proficiency","male",29,"FR","Europe"
2176,"1 Nonmusician","3 Limited working proficiency","male",23,"LT","Europe"
2177,"2 Music-loving nonmusician","4 Professional working proficiency","male",28,"ES","Europe"
2178,"4 Serious amateur musician","2 Elementary proficiency","male",23,"VE","South America"
2179,"2 Music-loving nonmusician","5 Full professional proficiency","male",39,"US","North America"
2181,"3 Amateur musician","2 Elementary proficiency","female",32,"DE","Europe"
2182,"2 Music-loving nonmusician","3 Limited working proficiency","male",34,"BR","South America"
2183,"2 Music-loving nonmusician","3 Limited working proficiency","male",33,"AE","Asia"
2184,"1 Nonmusician","4 Professional working proficiency","male",,"PT","Europe"
2185,"2 Music-loving nonmusician","2 Elementary proficiency","male",33,"IN","Asia"
2186,"2 Music-loving nonmusician","2 Elementary proficiency","male",18,"IN","Asia"
2187,"3 Amateur musician","3 Limited working proficiency","male",23,"ES","Europe"
2190,"2 Music-loving nonmusician","4 Professional working proficiency","male",28,"ES","Europe"
2191,"2 Music-loving nonmusician","5 Full professional proficiency","female",32,"US","North America"
2192,"2 Music-loving nonmusician","4 Professional working proficiency","female",26,"IN","Asia"
2194,"4 Serious amateur musician","3 Limited working proficiency","male",24,"IN","Asia"
2195,"2 Music-loving nonmusician","3 Limited working proficiency","male",24,"IN","Asia"
2197,"3 Amateur musician","2 Elementary proficiency","male",23,"ES","Europe"
2198,"3 Amateur musician","3 Limited working proficiency","male",53,"VN","Asia"
2199,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2201,"3 Amateur musician","3 Limited working proficiency","female",36,"PT","Europe"
2202,"1 Nonmusician","3 Limited working proficiency","female",29,"BG","Europe"
2203,"2 Music-loving nonmusician","3 Limited working proficiency","male",28,"ES","Europe"
2204,"2 Music-loving nonmusician","3 Limited working proficiency","female",,"PH","Asia"
2205,"2 Music-loving nonmusician","2 Elementary proficiency","male",22,"VE","South America"
2206,"2 Music-loving nonmusician","3 Limited working proficiency","male",21,"PL","Europe"
2207,"2 Music-loving nonmusician","4 Professional working proficiency","male",30,"MY","Asia"
2208,"3 Amateur musician","3 Limited working proficiency","male",18,"GE","Asia"
2209,"3 Amateur musician","5 Full professional proficiency","female",33,"ES","Europe"
2210,"2 Music-loving nonmusician","3 Limited working proficiency","male",28,"ES","Europe"
2211,"1 Nonmusician","3 Limited working proficiency","male",42,"BG","Europe"
2212,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2213,"2 Music-loving nonmusician","2 Elementary proficiency","male",48,"NL","Europe"
2214,"2 Music-loving nonmusician","3 Limited working proficiency","male",31,"VE","South America"
2215,"3 Amateur musician","2 Elementary proficiency","male",25,"TR","Asia"
2216,"2 Music-loving nonmusician","3 Limited working proficiency","male",22,"DE","Europe"
2217,"3 Amateur musician","2 Elementary proficiency","male",23,"ES","Europe"
2218,"1 Nonmusician","3 Limited working proficiency","male",21,"EG","Africa"
2220,"2 Music-loving nonmusician","3 Limited working proficiency","male",28,"ES","Europe"
2221,"3 Amateur musician","4 Professional working proficiency","male",30,"IN","Asia"
2223,"4 Serious amateur musician","6 Native or bilingual proficiency","female",32,"RO","Europe"
2224,"1 Nonmusician","3 Limited working proficiency","female",27,"BG","Europe"
2225,"2 Music-loving nonmusician","3 Limited working proficiency","female",58,"AR","South America"
2226,"1 Nonmusician","3 Limited working proficiency","female",53,"TW","Asia"
2227,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2228,"4 Serious amateur musician","3 Limited working proficiency","male",28,"ES","Europe"
2229,"2 Music-loving nonmusician","4 Professional working proficiency","male",25,"RS","Europe"
2230,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",26,"CA","North America"
2232,"2 Music-loving nonmusician","2 Elementary proficiency","male",37,"ID","Asia"
2233,"4 Serious amateur musician","2 Elementary proficiency","male",29,"TR","Asia"
2234,"2 Music-loving nonmusician","3 Limited working proficiency","female",,"PH","Asia"
2236,"1 Nonmusician","2 Elementary proficiency","male",29,"RO","Europe"
2237,"2 Music-loving nonmusician","4 Professional working proficiency","male",33,"MY","Asia"
2238,"2 Music-loving nonmusician","3 Limited working proficiency","male",42,"HR","Europe"
2239,"3 Amateur musician","2 Elementary proficiency","female",25,"RS","Europe"
2240,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"RO","Europe"
2241,"2 Music-loving nonmusician","2 Elementary proficiency","male",22,"IN","Asia"
2242,"2 Music-loving nonmusician","4 Professional working proficiency","male",24,"MY","Asia"
2243,"3 Amateur musician","2 Elementary proficiency","male",28,"ES","Europe"
2244,"2 Music-loving nonmusician","3 Limited working proficiency","male",34,"ES","Europe"
2245,"3 Amateur musician","5 Full professional proficiency","male",28,"PT","Europe"
2246,"2 Music-loving nonmusician","3 Limited working proficiency","male",36,"AR","South America"
2247,"3 Amateur musician","2 Elementary proficiency","female",32,"VE","South America"
2248,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"VN","Asia"
2249,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2250,"3 Amateur musician","1 No proficiency","male",43,"ES","Europe"
2251,"1 Nonmusician","5 Full professional proficiency","female",50,"PH","Asia"
2252,"2 Music-loving nonmusician","1 No proficiency","male",34,"ES","Europe"
2253,"1 Nonmusician","1 No proficiency","female",18,"US","North America"
2254,"3 Amateur musician","3 Limited working proficiency","male",26,"VN","Asia"
2256,"1 Nonmusician","2 Elementary proficiency","male",30,"RS","Europe"
2257,"1 Nonmusician","3 Limited working proficiency","female",44,"CZ","Europe"
2258,"2 Music-loving nonmusician","4 Professional working proficiency","male",36,"BD","Asia"
2259,"1 Nonmusician","3 Limited working proficiency","male",33,"RS","Europe"
2260,"3 Amateur musician","2 Elementary proficiency","male",23,"ES","Europe"
2261,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",22,"AU","Oceania"
2262,"4 Serious amateur musician","6 Native or bilingual proficiency","female",23,"US","North America"
2263,"2 Music-loving nonmusician","4 Professional working proficiency","female",,"BR","South America"
2264,"2 Music-loving nonmusician","5 Full professional proficiency","male",28,"MT","Europe"
2265,"1 Nonmusician","4 Professional working proficiency","female",31,"PH","Asia"
2267,"1 Nonmusician","1 No proficiency","male",26,"EG","Africa"
2268,"3 Amateur musician","2 Elementary proficiency","male",25,"ID","Asia"
2269,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",56,"VE","South America"
2270,"2 Music-loving nonmusician","3 Limited working proficiency","male",33,"US","North America"
2271,"4 Serious amateur musician","5 Full professional proficiency","female",34,"TR","Asia"
2272,"2 Music-loving nonmusician","3 Limited working proficiency","male",53,"IN","Asia"
2274,"2 Music-loving nonmusician","3 Limited working proficiency","male",30,"PE","South America"
2275,"3 Amateur musician","3 Limited working proficiency","male",31,"US","North America"
2276,"2 Music-loving nonmusician","3 Limited working proficiency","male",62,"IN","Asia"
2277,"2 Music-loving nonmusician","4 Professional working proficiency","male",25,"IN","Asia"
2278,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"ES","Europe"
2279,"1 Nonmusician","6 Native or bilingual proficiency","female",36,"US","North America"
2280,"4 Serious amateur musician","2 Elementary proficiency","male",39,"RS","Europe"
2281,"3 Amateur musician","4 Professional working proficiency","male",23,"PH","Asia"
2282,"6 Professional musician","4 Professional working proficiency","male",32,"IN","Asia"
2284,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2285,"2 Music-loving nonmusician","1 No proficiency","male",37,"BD","Asia"
2286,"4 Serious amateur musician","3 Limited working proficiency","female",30,"ES","Europe"
2287,"3 Amateur musician","3 Limited working proficiency","female",30,"ES","Europe"
2289,"2 Music-loving nonmusician","3 Limited working proficiency","male",24,"LK","Asia"
2290,"3 Amateur musician","3 Limited working proficiency","female",25,"PL","Europe"
2292,"1 Nonmusician","4 Professional working proficiency","female",33,"BG","Europe"
2293,"2 Music-loving nonmusician","4 Professional working proficiency","male",22,"PH","Asia"
2294,"2 Music-loving nonmusician","2 Elementary proficiency","male",46,"MA","Africa"
2295,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",23,"VE","South America"
2296,"2 Music-loving nonmusician","4 Professional working proficiency","female",29,"RO","Europe"
2298,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2299,"3 Amateur musician","4 Professional working proficiency","male",31,"PH","Asia"
2302,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",52,"GB","Europe"
2305,"2 Music-loving nonmusician","3 Limited working proficiency","female",56,"BG","Europe"
2306,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",56,"VE","South America"
2307,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",43,"US","North America"
2308,"1 Nonmusician","2 Elementary proficiency","male",46,"HR","Europe"
2309,"2 Music-loving nonmusician","2 Elementary proficiency","female",45,"BR","South America"
2311,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2312,"4 Serious amateur musician","4 Professional working proficiency","female",22,"ES","Europe"
2313,"4 Serious amateur musician","6 Native or bilingual proficiency","male",26,"US","North America"
2314,"2 Music-loving nonmusician","2 Elementary proficiency","male",29,"TR","Asia"
2315,"3 Amateur musician","2 Elementary proficiency","male",28,"RU","Europe"
2316,"2 Music-loving nonmusician","1 No proficiency","male",48,"MK","Europe"
2317,"4 Serious amateur musician","5 Full professional proficiency","female",30,"PH","Asia"
2318,"3 Amateur musician","6 Native or bilingual proficiency","male",44,"GB","Europe"
2319,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"MK","Europe"
2320,"1 Nonmusician","3 Limited working proficiency","male",31,"VN","Asia"
2321,"1 Nonmusician","1 No proficiency","female",24,"VN","Asia"
2322,"2 Music-loving nonmusician","4 Professional working proficiency","male",33,"IN","Asia"
2323,"2 Music-loving nonmusician","3 Limited working proficiency","female",23,"BA","Europe"
2324,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2325,"2 Music-loving nonmusician","3 Limited working proficiency","female",41,"US","North America"
2326,"6 Professional musician","5 Full professional proficiency","female",32,"TR","Asia"
2327,"1 Nonmusician","5 Full professional proficiency","male",25,"IN","Asia"
2328,"1 Nonmusician","2 Elementary proficiency","male",,"RO","Europe"
2329,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2330,"6 Professional musician","3 Limited working proficiency","female",29,"TR","Asia"
2331,"4 Serious amateur musician","4 Professional working proficiency","male",23,"BR","South America"
2332,"2 Music-loving nonmusician","4 Professional working proficiency","male",24,"HR","Europe"
2333,"3 Amateur musician","6 Native or bilingual proficiency","female",23,"IT","Europe"
2334,"2 Music-loving nonmusician","3 Limited working proficiency","male",37,"CA","North America"
2335,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2336,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2338,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2339,"3 Amateur musician","4 Professional working proficiency","male",27,"BA","Europe"
2340,"1 Nonmusician","3 Limited working proficiency","male",21,"BR","South America"
2342,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"ES","Europe"
2343,"3 Amateur musician","4 Professional working proficiency","female",44,"RS","Europe"
2344,"2 Music-loving nonmusician","5 Full professional proficiency","male",,"TR","Asia"
2345,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"BA","Europe"
2346,"2 Music-loving nonmusician","1 No proficiency","male",21,"RS","Europe"
2347,"2 Music-loving nonmusician","1 No proficiency","female",45,"RU","Europe"
2348,"2 Music-loving nonmusician","4 Professional working proficiency","male",36,"PT","Europe"
2349,"1 Nonmusician","3 Limited working proficiency","male",31,"MK","Europe"
2350,"3 Amateur musician","4 Professional working proficiency","male",27,"PH","Asia"
2351,"5 Semi-professional musician","4 Professional working proficiency","male",33,"TR","Asia"
2352,"1 Nonmusician","2 Elementary proficiency","female",23,"RS","Europe"
2353,"1 Nonmusician","3 Limited working proficiency","female",34,"PH","Asia"
2354,"6 Professional musician","4 Professional working proficiency","male",35,"HR","Europe"
2356,"2 Music-loving nonmusician","3 Limited working proficiency","male",26,"BG","Europe"
2357,"1 Nonmusician","3 Limited working proficiency","male",18,"HU","Europe"
2358,"3 Amateur musician","3 Limited working proficiency","male",26,"RS","Europe"
2359,"2 Music-loving nonmusician","3 Limited working proficiency","female",32,"BA","Europe"
2360,"1 Nonmusician","1 No proficiency","male",22,"",
2361,"2 Music-loving nonmusician","4 Professional working proficiency","female",79,"PH","Asia"
2362,"3 Amateur musician","6 Native or bilingual proficiency","male",35,"GB","Europe"
2363,"2 Music-loving nonmusician","2 Elementary proficiency","male",32,"TR","Asia"
2365,"2 Music-loving nonmusician","4 Professional working proficiency","female",42,"US","North America"
2367,"3 Amateur musician","5 Full professional proficiency","female",25,"TR","Asia"
2368,"1 Nonmusician","2 Elementary proficiency","male",18,"BA","Europe"
2369,"1 Nonmusician","2 Elementary proficiency","male",38,"BG","Europe"
2370,"2 Music-loving nonmusician","1 No proficiency","male",21,"RS","Europe"
2371,"2 Music-loving nonmusician","3 Limited working proficiency","male",20,"IN","Asia"
2372,"2 Music-loving nonmusician","4 Professional working proficiency","male",35,"UG","Africa"
2373,"2 Music-loving nonmusician","3 Limited working proficiency","female",27,"VN","Asia"
2374,"3 Amateur musician","3 Limited working proficiency","male",27,"IN","Asia"
2375,"4 Serious amateur musician","4 Professional working proficiency","male",25,"RU","Europe"
2376,"2 Music-loving nonmusician","3 Limited working proficiency","female",25,"ES","Europe"
2377,"1 Nonmusician","4 Professional working proficiency","female",46,"CA","North America"
2378,"1 Nonmusician","1 No proficiency","male",,"LV","Europe"
2379,"3 Amateur musician","6 Native or bilingual proficiency","male",17,"PH","Asia"
2380,"3 Amateur musician","4 Professional working proficiency","male",21,"AR","South America"
2381,"2 Music-loving nonmusician","3 Limited working proficiency","female",30,"EG","Africa"
2382,"1 Nonmusician","3 Limited working proficiency","male",29,"BA","Europe"
2383,"1 Nonmusician","2 Elementary proficiency","male",,"VN","Asia"
2384,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2385,"3 Amateur musician","4 Professional working proficiency","female",42,"TR","Asia"
2386,"2 Music-loving nonmusician","2 Elementary proficiency","male",21,"ES","Europe"
2388,"2 Music-loving nonmusician","3 Limited working proficiency","male",40,"IN","Asia"
2389,"3 Amateur musician","4 Professional working proficiency","male",22,"IN","Asia"
2391,"2 Music-loving nonmusician","5 Full professional proficiency","female",29,"MY","Asia"
